#Person location Sublocation StartTime EndTime Type
423198 99423198 1001 86380 86390 1
422748 99422748 1001 86380 86390 1
422657 99422657 1001 86380 86390 1
422577 99422577 1001 86380 86390 1
422546 99422546 1001 86380 86390 1
423764 99423764 1001 86380 86390 1
424592 99424592 1001 86380 86390 1
424638 99424638 1001 86380 86390 1
424318 99424318 1001 86380 86390 1
424158 99424158 1001 86380 86390 1
425495 99425495 1001 86380 86390 1
425404 99425404 1001 86380 86390 1
426817 99426817 1001 86380 86390 1
426996 99426996 1001 86380 86390 1
426366 99426366 1001 86380 86390 1
426393 99426393 1001 86380 86390 1
426148 99426148 1001 86380 86390 1
427312 99427312 1001 86380 86390 1
427515 99427515 1001 86380 86390 1
428449 99428449 1001 86380 86390 1
428695 99428695 1001 86380 86390 1
428655 99428655 1001 86380 86390 1
428436 99428436 1001 86380 86390 1
428333 99428333 1001 86380 86390 1
427730 99427730 1001 86380 86390 1
428758 99428758 1001 86380 86390 1
429991 99429991 1001 86380 86390 1
429868 99429868 1001 86380 86390 1
429254 99429254 1001 86380 86390 1
430632 99430632 1001 86380 86390 1
430681 99430681 1001 86380 86390 1
430492 99430492 1001 86380 86390 1
430570 99430570 1001 86380 86390 1
431822 99431822 1001 86380 86390 1
431752 99431752 1001 86380 86390 1
431607 99431607 1001 86380 86390 1
431301 99431301 1001 86380 86390 1
431500 99431500 1001 86380 86390 1
431582 99431582 1001 86380 86390 1
431246 99431246 1001 86380 86390 1
431181 99431181 1001 86380 86390 1
430875 99430875 1001 86380 86390 1
431051 99431051 1001 86380 86390 1
430992 99430992 1001 86380 86390 1
432374 99432374 1001 86380 86390 1
432249 99432249 1001 86380 86390 1
432187 99432187 1001 86380 86390 1
433678 99433678 1001 86380 86390 1
433432 99433432 1001 86380 86390 1
433163 99433163 1001 86380 86390 1
432654 99432654 1001 86380 86390 1
433881 99433881 1001 86380 86390 1
435314 99435314 1001 86380 86390 1
435044 99435044 1001 86380 86390 1
434681 99434681 1001 86380 86390 1
434201 99434201 1001 86380 86390 1
434388 99434388 1001 86380 86390 1
435551 99435551 1001 86380 86390 1
435462 99435462 1001 86380 86390 1
435739 99435739 1001 86380 86390 1
436980 99436980 1001 86380 86390 1
436784 99436784 1001 86380 86390 1
436880 99436880 1001 86380 86390 1
436532 99436532 1001 86380 86390 1
436651 99436651 1001 86380 86390 1
436026 99436026 1001 86380 86390 1
437321 99437321 1001 86380 86390 1
300617 99300617 1001 86380 86390 1
300715 99300715 1001 86380 86390 1
300318 99300318 1001 86380 86390 1
300204 99300204 1001 86380 86390 1
301423 99301423 1001 86380 86390 1
301346 99301346 1001 86380 86390 1
301321 99301321 1001 86380 86390 1
300977 99300977 1001 86380 86390 1
301631 99301631 1001 86380 86390 1
301661 99301661 1001 86380 86390 1
301625 99301625 1001 86380 86390 1
301826 99301826 1001 86380 86390 1
301822 99301822 1001 86380 86390 1
302574 99302574 1001 86380 86390 1
302578 99302578 1001 86380 86390 1
303112 99303112 1001 86380 86390 1
302833 99302833 1001 86380 86390 1
303223 99303223 1001 86380 86390 1
303865 99303865 1001 86380 86390 1
303907 99303907 1001 86380 86390 1
303921 99303921 1001 86380 86390 1
303885 99303885 1001 86380 86390 1
303788 99303788 1001 86380 86390 1
303640 99303640 1001 86380 86390 1
303811 99303811 1001 86380 86390 1
303517 99303517 1001 86380 86390 1
304070 99304070 1001 86380 86390 1
304115 99304115 1001 86380 86390 1
304207 99304207 1001 86380 86390 1
304735 99304735 1001 86380 86390 1
304816 99304816 1001 86380 86390 1
304849 99304849 1001 86380 86390 1
304453 99304453 1001 86380 86390 1
304324 99304324 1001 86380 86390 1
305024 99305024 1001 86380 86390 1
305000 99305000 1001 86380 86390 1
304988 99304988 1001 86380 86390 1
304954 99304954 1001 86380 86390 1
305520 99305520 1001 86380 86390 1
305264 99305264 1001 86380 86390 1
500659 99500659 1001 86380 86390 1
500639 99500639 1001 86380 86390 1
500747 99500747 1001 86380 86390 1
500519 99500519 1001 86380 86390 1
500419 99500419 1001 86380 86390 1
500341 99500341 1001 86380 86390 1
500201 99500201 1001 86380 86390 1
500941 99500941 1001 86380 86390 1
500841 99500841 1001 86380 86390 1
500986 99500986 1001 86380 86390 1
501577 99501577 1001 86380 86390 1
501581 99501581 1001 86380 86390 1
501492 99501492 1001 86380 86390 1
501597 99501597 1001 86380 86390 1
501268 99501268 1001 86380 86390 1
501179 99501179 1001 86380 86390 1
501716 99501716 1001 86380 86390 1
501781 99501781 1001 86380 86390 1
501746 99501746 1001 86380 86390 1
501817 99501817 1001 86380 86390 1
502405 99502405 1001 86380 86390 1
502393 99502393 1001 86380 86390 1
502398 99502398 1001 86380 86390 1
502413 99502413 1001 86380 86390 1
501966 99501966 1001 86380 86390 1
501970 99501970 1001 86380 86390 1
502670 99502670 1001 86380 86390 1
503216 99503216 1001 86380 86390 1
502895 99502895 1001 86380 86390 1
502800 99502800 1001 86380 86390 1
502717 99502717 1001 86380 86390 1
503458 99503458 1001 86380 86390 1
504117 99504117 1001 86380 86390 1
503930 99503930 1001 86380 86390 1
503779 99503779 1001 86380 86390 1
503807 99503807 1001 86380 86390 1
503683 99503683 1001 86380 86390 1
504295 99504295 1001 86380 86390 1
504804 99504804 1001 86380 86390 1
504742 99504742 1001 86380 86390 1
504806 99504806 1001 86380 86390 1
504635 99504635 1001 86380 86390 1
504733 99504733 1001 86380 86390 1
504734 99504734 1001 86380 86390 1
504644 99504644 1001 86380 86390 1
504529 99504529 1001 86380 86390 1
504982 99504982 1001 86380 86390 1
505139 99505139 1001 86380 86390 1
505013 99505013 1001 86380 86390 1
505616 99505616 1001 86380 86390 1
505396 99505396 1001 86380 86390 1
505399 99505399 1001 86380 86390 1
505440 99505440 1001 86380 86390 1
505897 99505897 1001 86380 86390 1
505827 99505827 1001 86380 86390 1
505844 99505844 1001 86380 86390 1
506518 99506518 1001 86380 86390 1
506290 99506290 1001 86380 86390 1
506024 99506024 1001 86380 86390 1
506077 99506077 1001 86380 86390 1
506740 99506740 1001 86380 86390 1
506692 99506692 1001 86380 86390 1
507411 99507411 1001 86380 86390 1
507167 99507167 1001 86380 86390 1
507091 99507091 1001 86380 86390 1
507187 99507187 1001 86380 86390 1
506884 99506884 1001 86380 86390 1
507537 99507537 1001 86380 86390 1
507431 99507431 1001 86380 86390 1
508248 99508248 1001 86380 86390 1
508124 99508124 1001 86380 86390 1
508055 99508055 1001 86380 86390 1
507915 99507915 1001 86380 86390 1
507922 99507922 1001 86380 86390 1
507835 99507835 1001 86380 86390 1
507662 99507662 1001 86380 86390 1
508286 99508286 1001 86380 86390 1
508367 99508367 1001 86380 86390 1
509042 99509042 1001 86380 86390 1
508920 99508920 1001 86380 86390 1
509228 99509228 1001 86380 86390 1
509752 99509752 1001 86380 86390 1
509894 99509894 1001 86380 86390 1
509575 99509575 1001 86380 86390 1
509390 99509390 1001 86380 86390 1
510019 99510019 1001 86380 86390 1
510600 99510600 1001 86380 86390 1
510525 99510525 1001 86380 86390 1
510606 99510606 1001 86380 86390 1
510409 99510409 1001 86380 86390 1
510299 99510299 1001 86380 86390 1
510912 99510912 1001 86380 86390 1
510823 99510823 1001 86380 86390 1
511492 99511492 1001 86380 86390 1
511358 99511358 1001 86380 86390 1
511330 99511330 1001 86380 86390 1
511578 99511578 1001 86380 86390 1
511582 99511582 1001 86380 86390 1
512305 99512305 1001 86380 86390 1
512322 99512322 1001 86380 86390 1
512223 99512223 1001 86380 86390 1
512032 99512032 1001 86380 86390 1
512453 99512453 1001 86380 86390 1
513056 99513056 1001 86380 86390 1
512988 99512988 1001 86380 86390 1
512847 99512847 1001 86380 86390 1
512827 99512827 1001 86380 86390 1
512854 99512854 1001 86380 86390 1
512753 99512753 1001 86380 86390 1
512686 99512686 1001 86380 86390 1
512674 99512674 1001 86380 86390 1
513359 99513359 1001 86380 86390 1
513249 99513249 1001 86380 86390 1
513882 99513882 1001 86380 86390 1
513832 99513832 1001 86380 86390 1
513922 99513922 1001 86380 86390 1
513516 99513516 1001 86380 86390 1
513548 99513548 1001 86380 86390 1
513498 99513498 1001 86380 86390 1
514187 99514187 1001 86380 86390 1
514114 99514114 1001 86380 86390 1
514181 99514181 1001 86380 86390 1
514053 99514053 1001 86380 86390 1
514490 99514490 1001 86380 86390 1
514466 99514466 1001 86380 86390 1
514333 99514333 1001 86380 86390 1
515577 99515577 1001 86380 86390 1
515362 99515362 1001 86380 86390 1
515122 99515122 1001 86380 86390 1
515702 99515702 1001 86380 86390 1
516352 99516352 1001 86380 86390 1
516257 99516257 1001 86380 86390 1
516289 99516289 1001 86380 86390 1
516603 99516603 1001 86380 86390 1
517184 99517184 1001 86380 86390 1
517224 99517224 1001 86380 86390 1
517322 99517322 1001 86380 86390 1
517284 99517284 1001 86380 86390 1
516989 99516989 1001 86380 86390 1
517094 99517094 1001 86380 86390 1
517060 99517060 1001 86380 86390 1
517385 99517385 1001 86380 86390 1
517456 99517456 1001 86380 86390 1
517984 99517984 1001 86380 86390 1
517804 99517804 1001 86380 86390 1
517798 99517798 1001 86380 86390 1
517661 99517661 1001 86380 86390 1
518330 99518330 1001 86380 86390 1
518321 99518321 1001 86380 86390 1
518926 99518926 1001 86380 86390 1
518771 99518771 1001 86380 86390 1
518646 99518646 1001 86380 86390 1
518751 99518751 1001 86380 86390 1
518575 99518575 1001 86380 86390 1
518512 99518512 1001 86380 86390 1
519173 99519173 1001 86380 86390 1
519098 99519098 1001 86380 86390 1
519163 99519163 1001 86380 86390 1
519730 99519730 1001 86380 86390 1
519584 99519584 1001 86380 86390 1
519443 99519443 1001 86380 86390 1
519412 99519412 1001 86380 86390 1
519231 99519231 1001 86380 86390 1
519874 99519874 1001 86380 86390 1
519862 99519862 1001 86380 86390 1
520603 99520603 1001 86380 86390 1
520566 99520566 1001 86380 86390 1
520568 99520568 1001 86380 86390 1
520530 99520530 1001 86380 86390 1
520441 99520441 1001 86380 86390 1
520456 99520456 1001 86380 86390 1
520165 99520165 1001 86380 86390 1
520204 99520204 1001 86380 86390 1
521237 99521237 1001 86380 86390 1
521029 99521029 1001 86380 86390 1
520983 99520983 1001 86380 86390 1
521610 99521610 1001 86380 86390 1
522179 99522179 1001 86380 86390 1
522161 99522161 1001 86380 86390 1
522187 99522187 1001 86380 86390 1
521885 99521885 1001 86380 86390 1
522056 99522056 1001 86380 86390 1
521705 99521705 1001 86380 86390 1
521718 99521718 1001 86380 86390 1
521744 99521744 1001 86380 86390 1
521694 99521694 1001 86380 86390 1
521787 99521787 1001 86380 86390 1
522307 99522307 1001 86380 86390 1
522415 99522415 1001 86380 86390 1
523198 99523198 1001 86380 86390 1
523147 99523147 1001 86380 86390 1
523269 99523269 1001 86380 86390 1
523899 99523899 1001 86380 86390 1
523746 99523746 1001 86380 86390 1
523788 99523788 1001 86380 86390 1
523720 99523720 1001 86380 86390 1
523336 99523336 1001 86380 86390 1
523356 99523356 1001 86380 86390 1
524538 99524538 1001 86380 86390 1
524564 99524564 1001 86380 86390 1
524426 99524426 1001 86380 86390 1
524376 99524376 1001 86380 86390 1
524469 99524469 1001 86380 86390 1
524216 99524216 1001 86380 86390 1
524272 99524272 1001 86380 86390 1
524873 99524873 1001 86380 86390 1
524968 99524968 1001 86380 86390 1
525507 99525507 1001 86380 86390 1
525520 99525520 1001 86380 86390 1
525450 99525450 1001 86380 86390 1
525279 99525279 1001 86380 86390 1
525284 99525284 1001 86380 86390 1
525388 99525388 1001 86380 86390 1
525142 99525142 1001 86380 86390 1
525773 99525773 1001 86380 86390 1
526238 99526238 1001 86380 86390 1
526059 99526059 1001 86380 86390 1
525879 99525879 1001 86380 86390 1
527248 99527248 1001 86380 86390 1
526945 99526945 1001 86380 86390 1
527038 99527038 1001 86380 86390 1
526922 99526922 1001 86380 86390 1
526763 99526763 1001 86380 86390 1
527985 99527985 1001 86380 86390 1
527994 99527994 1001 86380 86390 1
527782 99527782 1001 86380 86390 1
527774 99527774 1001 86380 86390 1
527482 99527482 1001 86380 86390 1
527551 99527551 1001 86380 86390 1
528076 99528076 1001 86380 86390 1
528091 99528091 1001 86380 86390 1
528209 99528209 1001 86380 86390 1
528557 99528557 1001 86380 86390 1
528680 99528680 1001 86380 86390 1
528442 99528442 1001 86380 86390 1
528458 99528458 1001 86380 86390 1
529032 99529032 1001 86380 86390 1
528968 99528968 1001 86380 86390 1
529036 99529036 1001 86380 86390 1
529639 99529639 1001 86380 86390 1
529579 99529579 1001 86380 86390 1
529279 99529279 1001 86380 86390 1
530336 99530336 1001 86380 86390 1
530289 99530289 1001 86380 86390 1
530216 99530216 1001 86380 86390 1
530062 99530062 1001 86380 86390 1
530114 99530114 1001 86380 86390 1
530739 99530739 1001 86380 86390 1
530794 99530794 1001 86380 86390 1
530820 99530820 1001 86380 86390 1
531574 99531574 1001 86380 86390 1
531409 99531409 1001 86380 86390 1
531541 99531541 1001 86380 86390 1
531452 99531452 1001 86380 86390 1
532117 99532117 1001 86380 86390 1
531841 99531841 1001 86380 86390 1
532389 99532389 1001 86380 86390 1
532998 99532998 1001 86380 86390 1
532945 99532945 1001 86380 86390 1
532766 99532766 1001 86380 86390 1
532745 99532745 1001 86380 86390 1
532449 99532449 1001 86380 86390 1
533795 99533795 1001 86380 86390 1
533455 99533455 1001 86380 86390 1
533980 99533980 1001 86380 86390 1
534046 99534046 1001 86380 86390 1
534621 99534621 1001 86380 86390 1
534201 99534201 1001 86380 86390 1
534227 99534227 1001 86380 86390 1
534240 99534240 1001 86380 86390 1
534189 99534189 1001 86380 86390 1
534878 99534878 1001 86380 86390 1
534807 99534807 1001 86380 86390 1
535434 99535434 1001 86380 86390 1
535398 99535398 1001 86380 86390 1
535482 99535482 1001 86380 86390 1
535443 99535443 1001 86380 86390 1
535458 99535458 1001 86380 86390 1
535126 99535126 1001 86380 86390 1
535217 99535217 1001 86380 86390 1
535115 99535115 1001 86380 86390 1
535300 99535300 1001 86380 86390 1
535088 99535088 1001 86380 86390 1
535511 99535511 1001 86380 86390 1
535525 99535525 1001 86380 86390 1
535707 99535707 1001 86380 86390 1
536247 99536247 1001 86380 86390 1
536301 99536301 1001 86380 86390 1
536314 99536314 1001 86380 86390 1
536030 99536030 1001 86380 86390 1
535731 99535731 1001 86380 86390 1
536464 99536464 1001 86380 86390 1
536413 99536413 1001 86380 86390 1
536470 99536470 1001 86380 86390 1
536498 99536498 1001 86380 86390 1
537024 99537024 1001 86380 86390 1
536747 99536747 1001 86380 86390 1
537331 99537331 1001 86380 86390 1
537947 99537947 1001 86380 86390 1
537909 99537909 1001 86380 86390 1
537771 99537771 1001 86380 86390 1
537575 99537575 1001 86380 86390 1
538789 99538789 1001 86380 86390 1
538696 99538696 1001 86380 86390 1
538803 99538803 1001 86380 86390 1
538457 99538457 1001 86380 86390 1
538595 99538595 1001 86380 86390 1
538233 99538233 1001 86380 86390 1
538269 99538269 1001 86380 86390 1
539128 99539128 1001 86380 86390 1
539697 99539697 1001 86380 86390 1
539674 99539674 1001 86380 86390 1
540404 99540404 1001 86380 86390 1
540360 99540360 1001 86380 86390 1
539877 99539877 1001 86380 86390 1
539918 99539918 1001 86380 86390 1
539945 99539945 1001 86380 86390 1
540037 99540037 1001 86380 86390 1
540648 99540648 1001 86380 86390 1
540471 99540471 1001 86380 86390 1
541090 99541090 1001 86380 86390 1
540986 99540986 1001 86380 86390 1
541041 99541041 1001 86380 86390 1
540996 99540996 1001 86380 86390 1
540769 99540769 1001 86380 86390 1
541381 99541381 1001 86380 86390 1
541446 99541446 1001 86380 86390 1
541366 99541366 1001 86380 86390 1
542006 99542006 1001 86380 86390 1
542024 99542024 1001 86380 86390 1
541844 99541844 1001 86380 86390 1
541847 99541847 1001 86380 86390 1
542204 99542204 1001 86380 86390 1
542219 99542219 1001 86380 86390 1
542768 99542768 1001 86380 86390 1
542690 99542690 1001 86380 86390 1
542697 99542697 1001 86380 86390 1
543038 99543038 1001 86380 86390 1
543715 99543715 1001 86380 86390 1
543505 99543505 1001 86380 86390 1
543353 99543353 1001 86380 86390 1
544569 99544569 1001 86380 86390 1
544538 99544538 1001 86380 86390 1
544592 99544592 1001 86380 86390 1
544070 99544070 1001 86380 86390 1
544006 99544006 1001 86380 86390 1
544673 99544673 1001 86380 86390 1
544722 99544722 1001 86380 86390 1
418648 238 1001 76680 77217 1
400204 99400204 1001 86380 86390 1
400601 99400601 1001 86380 86390 1
400657 99400657 1001 86380 86390 1
400795 99400795 1001 86380 86390 1
400833 99400833 1001 86380 86390 1
401121 99401121 1001 86380 86390 1
401839 99401839 1001 86380 86390 1
401986 99401986 1001 86380 86390 1
402480 99402480 1001 86380 86390 1
402949 99402949 1001 86380 86390 1
403066 99403066 1001 86380 86390 1
403075 99403075 1001 86380 86390 1
403584 99403584 1001 86380 86390 1
404639 99404639 1001 86380 86390 1
404806 99404806 1001 86380 86390 1
405017 99405017 1001 86380 86390 1
405117 99405117 1001 86380 86390 1
405485 99405485 1001 86380 86390 1
405514 99405514 1001 86380 86390 1
405616 99405616 1001 86380 86390 1
405972 99405972 1001 86380 86390 1
406263 99406263 1001 86380 86390 1
406312 99406312 1001 86380 86390 1
406396 99406396 1001 86380 86390 1
406689 99406689 1001 86380 86390 1
406715 99406715 1001 86380 86390 1
406892 99406892 1001 86380 86390 1
407255 99407255 1001 86380 86390 1
407849 99407849 1001 86380 86390 1
408159 99408159 1001 86380 86390 1
408235 99408235 1001 86380 86390 1
408426 99408426 1001 86380 86390 1
408634 99408634 1001 86380 86390 1
408621 99408621 1001 86380 86390 1
409005 99409005 1001 86380 86390 1
409542 99409542 1001 86380 86390 1
409579 99409579 1001 86380 86390 1
410113 99410113 1001 86380 86390 1
410279 99410279 1001 86380 86390 1
410623 99410623 1001 86380 86390 1
410892 99410892 1001 86380 86390 1
411000 99411000 1001 86380 86390 1
411085 99411085 1001 86380 86390 1
411118 99411118 1001 86380 86390 1
411290 99411290 1001 86380 86390 1
412205 99412205 1001 86380 86390 1
412300 99412300 1001 86380 86390 1
412469 99412469 1001 86380 86390 1
412843 99412843 1001 86380 86390 1
412703 99412703 1001 86380 86390 1
413810 99413810 1001 86380 86390 1
415136 99415136 1001 86380 86390 1
414645 99414645 1001 86380 86390 1
414440 99414440 1001 86380 86390 1
414447 99414447 1001 86380 86390 1
415483 99415483 1001 86380 86390 1
416808 99416808 1001 86380 86390 1
416291 99416291 1001 86380 86390 1
416276 99416276 1001 86380 86390 1
416359 99416359 1001 86380 86390 1
415964 99415964 1001 86380 86390 1
416126 99416126 1001 86380 86390 1
416045 99416045 1001 86380 86390 1
417496 99417496 1001 86380 86390 1
417484 99417484 1001 86380 86390 1
417468 99417468 1001 86380 86390 1
417604 99417604 1001 86380 86390 1
418576 99418576 1001 86380 86390 1
418559 99418559 1001 86380 86390 1
417853 99417853 1001 86380 86390 1
417624 99417624 1001 86380 86390 1
419207 99419207 1001 86380 86390 1
418844 99418844 1001 86380 86390 1
420309 99420309 1001 86380 86390 1
419851 99419851 1001 86380 86390 1
419643 99419643 1001 86380 86390 1
419657 99419657 1001 86380 86390 1
419555 99419555 1001 86380 86390 1
420516 99420516 1001 86380 86390 1
420817 99420817 1001 86380 86390 1
420663 99420663 1001 86380 86390 1
420668 99420668 1001 86380 86390 1
421422 99421422 1001 86380 86390 1
421581 99421581 1001 86380 86390 1
420896 99420896 1001 86380 86390 1
421163 99421163 1001 86380 86390 1
421227 99421227 1001 86380 86390 1
420909 99420909 1001 86380 86390 1
422443 99422443 1001 86380 86390 1
422226 99422226 1001 86380 86390 1
422464 99422464 1001 86380 86390 1
422321 99422321 1001 86380 86390 1
423520 99423520 1001 86380 86390 1
423156 99423156 1001 86380 86390 1
422553 99422553 1001 86380 86390 1
422605 99422605 1001 86380 86390 1
422939 99422939 1001 86380 86390 1
424036 99424036 1001 86380 86390 1
425087 99425087 1001 86380 86390 1
425158 99425158 1001 86380 86390 1
425039 99425039 1001 86380 86390 1
424783 99424783 1001 86380 86390 1
424669 99424669 1001 86380 86390 1
424627 99424627 1001 86380 86390 1
424655 99424655 1001 86380 86390 1
424729 99424729 1001 86380 86390 1
425002 99425002 1001 86380 86390 1
425446 99425446 1001 86380 86390 1
425555 99425555 1001 86380 86390 1
426472 99426472 1001 86380 86390 1
426395 99426395 1001 86380 86390 1
426581 99426581 1001 86380 86390 1
426641 99426641 1001 86380 86390 1
426342 99426342 1001 86380 86390 1
425889 99425889 1001 86380 86390 1
427418 99427418 1001 86380 86390 1
427513 99427513 1001 86380 86390 1
427271 99427271 1001 86380 86390 1
427220 99427220 1001 86380 86390 1
428615 99428615 1001 86380 86390 1
428282 99428282 1001 86380 86390 1
428065 99428065 1001 86380 86390 1
428261 99428261 1001 86380 86390 1
428055 99428055 1001 86380 86390 1
428750 99428750 1001 86380 86390 1
428863 99428863 1001 86380 86390 1
430210 99430210 1001 86380 86390 1
430120 99430120 1001 86380 86390 1
430157 99430157 1001 86380 86390 1
429904 99429904 1001 86380 86390 1
429849 99429849 1001 86380 86390 1
430467 99430467 1001 86380 86390 1
430516 99430516 1001 86380 86390 1
431392 99431392 1001 86380 86390 1
431146 99431146 1001 86380 86390 1
430994 99430994 1001 86380 86390 1
432305 99432305 1001 86380 86390 1
432234 99432234 1001 86380 86390 1
432080 99432080 1001 86380 86390 1
432936 99432936 1001 86380 86390 1
433306 99433306 1001 86380 86390 1
433285 99433285 1001 86380 86390 1
432698 99432698 1001 86380 86390 1
433906 99433906 1001 86380 86390 1
434105 99434105 1001 86380 86390 1
433741 99433741 1001 86380 86390 1
435433 99435433 1001 86380 86390 1
435285 99435285 1001 86380 86390 1
435414 99435414 1001 86380 86390 1
435214 99435214 1001 86380 86390 1
434969 99434969 1001 86380 86390 1
435632 99435632 1001 86380 86390 1
437003 99437003 1001 86380 86390 1
436686 99436686 1001 86380 86390 1
436193 99436193 1001 86380 86390 1
435921 99435921 1001 86380 86390 1
436287 99436287 1001 86380 86390 1
300081 99300081 1001 86380 86390 1
300658 99300658 1001 86380 86390 1
300250 99300250 1001 86380 86390 1
300213 99300213 1001 86380 86390 1
300252 99300252 1001 86380 86390 1
300254 99300254 1001 86380 86390 1
300280 99300280 1001 86380 86390 1
300786 99300786 1001 86380 86390 1
300866 99300866 1001 86380 86390 1
301409 99301409 1001 86380 86390 1
301247 99301247 1001 86380 86390 1
301212 99301212 1001 86380 86390 1
301283 99301283 1001 86380 86390 1
301063 99301063 1001 86380 86390 1
301119 99301119 1001 86380 86390 1
301649 99301649 1001 86380 86390 1
301757 99301757 1001 86380 86390 1
302201 99302201 1001 86380 86390 1
302064 99302064 1001 86380 86390 1
302016 99302016 1001 86380 86390 1
301838 99301838 1001 86380 86390 1
301798 99301798 1001 86380 86390 1
302506 99302506 1001 86380 86390 1
303134 99303134 1001 86380 86390 1
303096 99303096 1001 86380 86390 1
303150 99303150 1001 86380 86390 1
302690 99302690 1001 86380 86390 1
302653 99302653 1001 86380 86390 1
302668 99302668 1001 86380 86390 1
303827 99303827 1001 86380 86390 1
303729 99303729 1001 86380 86390 1
303755 99303755 1001 86380 86390 1
303683 99303683 1001 86380 86390 1
304751 99304751 1001 86380 86390 1
304563 99304563 1001 86380 86390 1
305522 99305522 1001 86380 86390 1
305474 99305474 1001 86380 86390 1
305093 99305093 1001 86380 86390 1
500043 99500043 1001 86380 86390 1
500422 99500422 1001 86380 86390 1
500339 99500339 1001 86380 86390 1
500223 99500223 1001 86380 86390 1
500358 99500358 1001 86380 86390 1
501505 99501505 1001 86380 86390 1
501544 99501544 1001 86380 86390 1
501545 99501545 1001 86380 86390 1
501255 99501255 1001 86380 86390 1
501341 99501341 1001 86380 86390 1
501354 99501354 1001 86380 86390 1
501381 99501381 1001 86380 86390 1
501166 99501166 1001 86380 86390 1
502277 99502277 1001 86380 86390 1
502321 99502321 1001 86380 86390 1
502214 99502214 1001 86380 86390 1
501918 99501918 1001 86380 86390 1
502053 99502053 1001 86380 86390 1
502494 99502494 1001 86380 86390 1
502627 99502627 1001 86380 86390 1
503207 99503207 1001 86380 86390 1
502673 99502673 1001 86380 86390 1
502731 99502731 1001 86380 86390 1
502759 99502759 1001 86380 86390 1
503493 99503493 1001 86380 86390 1
503939 99503939 1001 86380 86390 1
503917 99503917 1001 86380 86390 1
503946 99503946 1001 86380 86390 1
503836 99503836 1001 86380 86390 1
503499 99503499 1001 86380 86390 1
504239 99504239 1001 86380 86390 1
504305 99504305 1001 86380 86390 1
504153 99504153 1001 86380 86390 1
504784 99504784 1001 86380 86390 1
504827 99504827 1001 86380 86390 1
504727 99504727 1001 86380 86390 1
504637 99504637 1001 86380 86390 1
504418 99504418 1001 86380 86390 1
504393 99504393 1001 86380 86390 1
505762 99505762 1001 86380 86390 1
505478 99505478 1001 86380 86390 1
505272 99505272 1001 86380 86390 1
505885 99505885 1001 86380 86390 1
505822 99505822 1001 86380 86390 1
505814 99505814 1001 86380 86390 1
506490 99506490 1001 86380 86390 1
506296 99506296 1001 86380 86390 1
506271 99506271 1001 86380 86390 1
506685 99506685 1001 86380 86390 1
506625 99506625 1001 86380 86390 1
506631 99506631 1001 86380 86390 1
507374 99507374 1001 86380 86390 1
507275 99507275 1001 86380 86390 1
507196 99507196 1001 86380 86390 1
507200 99507200 1001 86380 86390 1
506804 99506804 1001 86380 86390 1
506802 99506802 1001 86380 86390 1
508164 99508164 1001 86380 86390 1
508235 99508235 1001 86380 86390 1
507941 99507941 1001 86380 86390 1
507880 99507880 1001 86380 86390 1
508027 99508027 1001 86380 86390 1
507692 99507692 1001 86380 86390 1
507641 99507641 1001 86380 86390 1
507748 99507748 1001 86380 86390 1
507800 99507800 1001 86380 86390 1
507818 99507818 1001 86380 86390 1
508265 99508265 1001 86380 86390 1
508692 99508692 1001 86380 86390 1
508744 99508744 1001 86380 86390 1
508533 99508533 1001 86380 86390 1
508455 99508455 1001 86380 86390 1
509150 99509150 1001 86380 86390 1
509189 99509189 1001 86380 86390 1
509230 99509230 1001 86380 86390 1
509147 99509147 1001 86380 86390 1
509788 99509788 1001 86380 86390 1
509750 99509750 1001 86380 86390 1
509731 99509731 1001 86380 86390 1
509665 99509665 1001 86380 86390 1
510060 99510060 1001 86380 86390 1
510614 99510614 1001 86380 86390 1
510576 99510576 1001 86380 86390 1
510673 99510673 1001 86380 86390 1
510421 99510421 1001 86380 86390 1
510176 99510176 1001 86380 86390 1
511399 99511399 1001 86380 86390 1
511321 99511321 1001 86380 86390 1
510934 99510934 1001 86380 86390 1
510993 99510993 1001 86380 86390 1
511633 99511633 1001 86380 86390 1
512061 99512061 1001 86380 86390 1
511974 99511974 1001 86380 86390 1
511857 99511857 1001 86380 86390 1
511899 99511899 1001 86380 86390 1
512489 99512489 1001 86380 86390 1
513131 99513131 1001 86380 86390 1
512887 99512887 1001 86380 86390 1
512703 99512703 1001 86380 86390 1
512704 99512704 1001 86380 86390 1
512640 99512640 1001 86380 86390 1
513401 99513401 1001 86380 86390 1
513856 99513856 1001 86380 86390 1
514024 99514024 1001 86380 86390 1
513469 99513469 1001 86380 86390 1
513535 99513535 1001 86380 86390 1
514139 99514139 1001 86380 86390 1
514051 99514051 1001 86380 86390 1
514092 99514092 1001 86380 86390 1
514678 99514678 1001 86380 86390 1
514608 99514608 1001 86380 86390 1
514379 99514379 1001 86380 86390 1
514247 99514247 1001 86380 86390 1
515647 99515647 1001 86380 86390 1
515614 99515614 1001 86380 86390 1
515322 99515322 1001 86380 86390 1
515406 99515406 1001 86380 86390 1
515289 99515289 1001 86380 86390 1
515250 99515250 1001 86380 86390 1
516333 99516333 1001 86380 86390 1
516312 99516312 1001 86380 86390 1
516252 99516252 1001 86380 86390 1
516212 99516212 1001 86380 86390 1
516045 99516045 1001 86380 86390 1
516575 99516575 1001 86380 86390 1
